0, 84.587, 37.134, 250, 50, 100
1, 92.217, 41.035, 250, 50, 100
2, 76.061, 32.420, 250, 50, 100
3, 83.025, 36.347, 250, 50, 100
4, 78.233, 33.656, 250, 50, 100
5, 83.732, 36.846, 250, 50, 100
6, 81.340, 35.299, 250, 50, 100
7, 82.972, 36.257, 250, 50, 100
8, 87.470, 38.450, 250, 50, 100
9, 76.400, 32.244, 250, 50, 100
10, 80.456, 34.744, 250, 50, 100
11, 81.001, 34.909, 250, 50, 100
12, 87.378, 37.524, 250, 50, 100
13, 89.335, 39.189, 250, 50, 100
14, 89.007, 39.262, 250, 50, 100
15, 90.086, 39.893, 250, 50, 100
16, 75.598, 32.042, 250, 50, 100
17, 74.862, 30.675, 250, 50, 100
18, 80.500, 32.401, 250, 50, 100
19, 76.097, 31.133, 250, 50, 100
20, 84.351, 33.679, 250, 50, 100
21, 80.296, 34.846, 250, 50, 100
22, 76.857, 31.404, 250, 50, 100
23, 87.844, 38.526, 250, 50, 100
24, 77.150, 33.019, 250, 50, 100
25, 77.142, 33.055, 250, 50, 100
26, 75.281, 31.839, 250, 50, 100
27, 83.192, 36.591, 250, 50, 100
28, 70.841, 29.291, 250, 50, 100
29, 74.959, 30.855, 250, 50, 100
30, 74.962, 31.589, 250, 50, 100
31, 75.846, 32.229, 250, 50, 100
32, 83.702, 36.302, 250, 50, 100
33, 78.765, 33.618, 250, 50, 100
34, 83.238, 36.874, 250, 50, 100
35, 76.553, 32.706, 250, 50, 100
36, 77.355, 33.106, 250, 50, 100
37, 75.073, 30.983, 250, 50, 100
38, 76.103, 32.078, 250, 50, 100
39, 68.104, 27.400, 250, 50, 100
40, 74.035, 30.603, 250, 50, 100
41, 81.111, 32.394, 250, 50, 100
42, 74.474, 30.593, 250, 50, 100
43, 85.455, 37.472, 250, 50, 100
44, 74.739, 31.164, 250, 50, 100
45, 76.337, 32.333, 250, 50, 100
46, 79.867, 34.442, 250, 50, 100
47, 85.731, 37.492, 250, 50, 100
48, 71.898, 29.076, 250, 50, 100
49, 75.402, 30.650, 250, 50, 100
50, 75.266, 30.925, 250, 50, 100
51, 75.549, 31.417, 250, 50, 100
52, 74.495, 30.838, 250, 50, 100
53, 70.789, 28.822, 250, 50, 100
54, 75.983, 31.942, 250, 50, 100
55, 76.611, 31.251, 250, 50, 100
56, 74.813, 30.805, 250, 50, 100
57, 77.580, 31.363, 250, 50, 100
58, 76.661, 31.305, 250, 50, 100
59, 75.050, 31.776, 250, 50, 100
60, 76.522, 32.637, 250, 50, 100
61, 74.534, 31.178, 250, 50, 100
62, 78.599, 32.135, 250, 50, 100
63, 76.152, 31.198, 250, 50, 100
64, 77.922, 31.788, 250, 50, 100
65, 74.428, 31.132, 250, 50, 100
66, 75.490, 31.883, 250, 50, 100
67, 76.723, 32.437, 250, 50, 100
68, 75.652, 31.964, 250, 50, 100
69, 79.940, 32.276, 250, 50, 100
70, 75.956, 31.536, 250, 50, 100
71, 76.105, 31.378, 250, 50, 100
72, 74.602, 30.827, 250, 50, 100
73, 72.534, 30.036, 250, 50, 100
74, 75.246, 31.914, 250, 50, 100
75, 75.426, 31.037, 250, 50, 100
76, 74.811, 31.497, 250, 50, 100
77, 78.617, 32.629, 250, 50, 100
78, 74.468, 30.483, 250, 50, 100
79, 75.311, 31.744, 250, 50, 100
80, 75.602, 32.074, 250, 50, 100
81, 74.443, 30.880, 250, 50, 100
82, 69.529, 27.485, 250, 50, 100
83, 74.593, 31.215, 250, 50, 100
84, 75.126, 30.820, 250, 50, 100
85, 73.044, 30.512, 250, 50, 100
86, 74.756, 30.544, 250, 50, 100
87, 80.253, 32.415, 250, 50, 100
88, 75.421, 30.404, 250, 50, 100
89, 75.641, 32.040, 250, 50, 100
90, 81.806, 35.670, 250, 50, 100
91, 78.893, 33.940, 250, 50, 100
92, 79.091, 32.325, 250, 50, 100
93, 74.414, 30.806, 250, 50, 100
94, 74.432, 31.003, 250, 50, 100
95, 77.659, 31.925, 250, 50, 100
96, 71.713, 29.950, 250, 50, 100
97, 77.848, 31.371, 250, 50, 100
98, 74.855, 31.534, 250, 50, 100
99, 76.108, 31.264, 250, 50, 100
100, 74.568, 30.823, 250, 50, 100
101, 83.505, 33.417, 250, 50, 100
102, 81.300, 32.468, 250, 50, 100
103, 74.663, 31.070, 250, 50, 100
104, 74.366, 31.141, 250, 50, 100
105, 72.715, 30.315, 250, 50, 100
106, 82.988, 33.404, 250, 50, 100
107, 83.601, 36.313, 250, 50, 100
108, 75.495, 30.362, 250, 50, 100
109, 71.152, 29.401, 250, 50, 100
110, 74.779, 30.974, 250, 50, 100
111, 75.565, 31.780, 250, 50, 100
112, 75.962, 31.630, 250, 50, 100
113, 68.502, 27.488, 250, 50, 100
114, 78.695, 33.969, 250, 50, 100
115, 76.232, 31.014, 250, 50, 100
116, 76.971, 32.795, 250, 50, 100
117, 74.967, 31.604, 250, 50, 100
118, 76.060, 32.387, 250, 50, 100
119, 74.767, 31.451, 250, 50, 100
120, 74.112, 31.119, 250, 50, 100
121, 76.977, 31.266, 250, 50, 100
122, 75.126, 31.586, 250, 50, 100
123, 70.353, 28.803, 250, 50, 100
124, 76.692, 31.129, 250, 50, 100
125, 73.008, 30.118, 250, 50, 100
126, 74.634, 31.308, 250, 50, 100
127, 74.967, 31.467, 250, 50, 100
128, 74.569, 30.779, 250, 50, 100
129, 74.540, 30.848, 250, 50, 100
130, 71.229, 27.754, 250, 50, 100
131, 74.599, 30.822, 250, 50, 100
132, 76.236, 32.478, 250, 50, 100
133, 74.700, 30.805, 250, 50, 100
134, 75.032, 30.847, 250, 50, 100
135, 75.064, 31.031, 250, 50, 100
136, 74.685, 30.839, 250, 50, 100
137, 74.986, 31.642, 250, 50, 100
138, 74.892, 31.555, 250, 50, 100
139, 74.999, 31.600, 250, 50, 100
140, 79.562, 34.601, 250, 50, 100
141, 76.033, 32.494, 250, 50, 100
142, 80.070, 32.138, 250, 50, 100
143, 75.542, 31.634, 250, 50, 100
144, 86.730, 34.347, 250, 50, 100
145, 74.446, 30.900, 250, 50, 100
146, 75.558, 31.010, 250, 50, 100
147, 71.905, 28.974, 250, 50, 100
148, 76.077, 32.384, 250, 50, 100
149, 76.795, 32.860, 250, 50, 100
150, 78.271, 33.540, 250, 50, 100
151, 75.224, 31.751, 250, 50, 100
152, 74.684, 30.834, 250, 50, 100
153, 78.646, 31.661, 250, 50, 100
154, 74.676, 31.366, 250, 50, 100
155, 77.604, 31.366, 250, 50, 100
156, 75.093, 30.900, 250, 50, 100
157, 76.055, 32.391, 250, 50, 100
158, 71.519, 29.666, 250, 50, 100
159, 74.041, 31.241, 250, 50, 100
160, 82.785, 36.342, 250, 50, 100
161, 76.100, 31.078, 250, 50, 100
162, 80.906, 32.825, 250, 50, 100
163, 75.153, 31.887, 250, 50, 100
164, 75.214, 31.305, 250, 50, 100
165, 75.007, 31.722, 250, 50, 100
166, 74.899, 31.574, 250, 50, 100
167, 75.808, 31.316, 250, 50, 100
168, 73.040, 30.318, 250, 50, 100
169, 81.412, 35.200, 250, 50, 100
170, 82.528, 36.035, 250, 50, 100
171, 81.801, 35.528, 250, 50, 100
172, 84.291, 36.984, 250, 50, 100
173, 76.991, 32.950, 250, 50, 100
174, 84.022, 36.802, 250, 50, 100
175, 76.080, 32.416, 250, 50, 100
176, 79.204, 34.152, 250, 50, 100
177, 80.050, 32.558, 250, 50, 100
178, 70.945, 27.562, 250, 50, 100
179, 85.551, 37.621, 250, 50, 100
180, 77.413, 33.241, 250, 50, 100
181, 92.981, 41.352, 250, 50, 100
182, 76.226, 31.087, 250, 50, 100
183, 74.522, 31.197, 250, 50, 100
184, 76.667, 32.458, 250, 50, 100
185, 108.477, 48.369, 250, 50, 100
186, 74.882, 30.776, 250, 50, 100
187, 77.209, 31.405, 250, 50, 100
188, 72.895, 29.608, 250, 50, 100
189, 79.986, 34.458, 250, 50, 100
190, 72.363, 29.366, 250, 50, 100
191, 80.191, 34.570, 250, 50, 100
192, 80.378, 34.716, 250, 50, 100
193, 77.614, 33.344, 250, 50, 100
194, 74.907, 29.835, 250, 50, 100
195, 74.531, 30.970, 250, 50, 100
196, 75.370, 31.350, 250, 50, 100
197, 74.374, 31.089, 250, 50, 100
198, 70.857, 29.497, 250, 50, 100
199, 76.143, 32.451, 250, 50, 100
200, 74.726, 31.230, 250, 50, 100
201, 75.400, 31.613, 250, 50, 100
202, 76.025, 31.931, 250, 50, 100
203, 74.891, 30.352, 250, 50, 100
204, 72.193, 30.281, 250, 50, 100
205, 77.367, 31.496, 250, 50, 100
206, 74.315, 30.411, 250, 50, 100
207, 77.459, 31.287, 250, 50, 100
208, 70.461, 28.595, 250, 50, 100
209, 79.396, 31.940, 250, 50, 100
210, 69.271, 27.836, 250, 50, 100
211, 76.098, 32.361, 250, 50, 100
212, 75.142, 31.732, 250, 50, 100
213, 72.925, 30.003, 250, 50, 100
214, 74.797, 31.482, 250, 50, 100
215, 75.143, 31.733, 250, 50, 100
216, 86.999, 38.242, 250, 50, 100
217, 74.791, 31.477, 250, 50, 100
218, 74.433, 30.974, 250, 50, 100
219, 77.668, 31.407, 250, 50, 100
